名字,tier,entity_type,业界/学界/其他,组织,研究方向,简介,tier_reason,Twitter,活跃情况,备注,source_authority,last_tweet_at,avg_interval_days,arxiv_author_query,openalex_url,scholar_url,github_url,personal_url,arxiv_homepage_url,affiliation_regex,orcid,关联信号,论文链接
AK,P2,person,学界,Hugging Face,,,,https://x.com/_akhaliq,,,third_party,,,"au:""AK""",,,,https://huggingface.co/akhaliq,https://arxiv.org/search/?searchtype=author&query=AK&start=0,,,"x:2054546339145372002,x:2054543703243411915,x:2054538618832609681,x:2054916924501360812,x:2054914385554935956,x:2056763953414283557,x:2057129157021028414,x:2057129159000760347,x:2057127004214882534,x:2057127006362317217,x:2056900568921133565,x:2056900571005669749,x:2057511086958452825,x:2057511089126965440,x:2057494977899278657,x:2057494979853877316,x:2060028043695882545,x:2060028045520457892,x:2060020565906235710,x:2060020568305311884,x:2060018608575488200,x:2060017092456337594,x:2060017094545055957,x:2060014830770073796,x:2060014832837898630,x:2060014437377978396,x:2060014438942470359,x:2060014140505158044,x:2060014143021715950,x:2060396590884401558,x:2060392729473860026,x:2060392730904158327,x:2060391108983582896,x:2060389459179270481,x:2060389461049934105,x:2060388349425119540,x:2060388351622959457,x:2060381795648934322,x:2060381797658083650,x:2061431197708775629,x:2061844094251421740,x:2061844129827475755,x:2061838706063941957,x:2061835316969803790,x:2062369323293766106,x:2062365943569723666,x:2062365945247522963,x:2062365527826141406,x:2062932640915685524,x:2062927020191871323,x:2062927021664043202,x:2062926399019663613,x:2062926401385230762,x:2064384239169057090,x:2064384240821649444,x:2064383797223739662,x:2064383799195038122,x:2064383240824066256,x:2064383242451460126,x:2064379354038124667","https://x.com/_akhaliq/status/2054916926694908001
https://x.com/_akhaliq/status/2054914385554935956
https://x.com/_akhaliq/status/2054916924501360812
https://x.com/_akhaliq/status/2054916299327766924
https://x.com/_akhaliq/status/2054543659689816295
https://x.com/_akhaliq/status/2054538820700295384
https://x.com/_akhaliq/status/2054543703243411915
https://x.com/_akhaliq/status/2054538618832609681
https://x.com/_akhaliq/status/2054545471205421172
https://x.com/_akhaliq/status/2054546339145372002
https://x.com/_akhaliq/status/2056763953414283557
https://x.com/_akhaliq/status/2060020568305311884
https://x.com/_akhaliq/status/2060018608575488200
https://x.com/_akhaliq/status/2060014830770073796
https://x.com/_akhaliq/status/2060028043695882545
https://x.com/_akhaliq/status/2060020565906235710
https://x.com/_akhaliq/status/2060017092456337594
https://x.com/_akhaliq/status/2060014143021715950
https://x.com/_akhaliq/status/2060014832837898630
https://x.com/_akhaliq/status/2060014438942470359
https://x.com/_akhaliq/status/2060014140505158044
https://x.com/_akhaliq/status/2060028045520457892
https://x.com/_akhaliq/status/2060017094545055957
https://x.com/_akhaliq/status/2060014437377978396
https://x.com/_akhaliq/status/2056900568921133565
https://x.com/_akhaliq/status/2057129157021028414
https://x.com/_akhaliq/status/2057127006362317217
https://x.com/_akhaliq/status/2056900571005669749
https://x.com/_akhaliq/status/2057127004214882534
https://x.com/_akhaliq/status/2057129159000760347
https://x.com/_akhaliq/status/2057494977899278657
https://x.com/_akhaliq/status/2057511086958452825
https://x.com/_akhaliq/status/2057494979853877316
https://x.com/_akhaliq/status/2057511089126965440
https://x.com/_akhaliq/status/2060391108983582896
https://x.com/_akhaliq/status/2060381795648934322
https://x.com/_akhaliq/status/2060389459179270481
https://x.com/_akhaliq/status/2060396590884401558
https://x.com/_akhaliq/status/2060389461049934105
https://x.com/_akhaliq/status/2060392729473860026
https://x.com/_akhaliq/status/2060388349425119540
https://x.com/_akhaliq/status/2060392730904158327
https://x.com/_akhaliq/status/2060381797658083650
https://x.com/_akhaliq/status/2060388351622959457
https://x.com/_akhaliq/status/2062365527826141406
https://x.com/_akhaliq/status/2062365945247522963
https://x.com/_akhaliq/status/2062369323293766106
https://x.com/_akhaliq/status/2062365943569723666
https://x.com/_akhaliq/status/2062926401385230762
https://x.com/_akhaliq/status/2062927020191871323
https://x.com/_akhaliq/status/2062932640915685524
https://x.com/_akhaliq/status/2062927021664043202
https://x.com/_akhaliq/status/2062926399019663613
https://x.com/_akhaliq/status/2061431197708775629
https://x.com/_akhaliq/status/2061835316969803790
https://x.com/_akhaliq/status/2061844129827475755
https://x.com/_akhaliq/status/2061844094251421740
https://x.com/_akhaliq/status/2061838706063941957
https://x.com/_akhaliq/status/2064384240821649444
https://x.com/_akhaliq/status/2064383799195038122
https://x.com/_akhaliq/status/2064384239169057090
https://x.com/_akhaliq/status/2064379354038124667
https://x.com/_akhaliq/status/2064383242451460126
https://x.com/_akhaliq/status/2064383240824066256
https://x.com/_akhaliq/status/2064383797223739662"
Jiantao Jiao,P2,person,学界,UCB,Generative AI,AP at UCB,,https://x.com/jiantaoj,不活跃,,third_party,,,"au:""Jiantao Jiao""",,,,,https://arxiv.org/search/?searchtype=author&query=Jiantao+Jiao&start=0,,,"x:2061306486689812871,x:2062557133485564251","https://x.com/JiantaoJ/status/2062557133485564251
https://x.com/JiantaoJ/status/2061306486689812871"
Jiaxin Wen,P2,person,学界,UCB,,,,https://x.com/jiaxinwen22,,,third_party,,,"au:""Jiaxin Wen""",,,,https://jiaxin-wen.github.io/,https://arxiv.org/search/?searchtype=author&query=Jiaxin+Wen&start=0,,,"x:2056545582873968684,x:2056545631389585662,x:2056456468610851109,x:2056447333127299489,x:2056445551252799569,x:2056875278933336406,x:2056808010899734908,x:2056806782144745627,x:2057516977862910005,x:2057868522639045048,x:2057654067409932704,x:2058210419068846408,x:2059492428848242941,x:2060576591084986685,x:2060576591084986685,x:2062261422923640914,x:2062773614920040818,x:2062778710055649545,x:2063313825655628137","https://x.com/jiaxinwen22/status/2056545582873968684
https://x.com/jiaxinwen22/status/2056545631389585662
https://x.com/jiaxinwen22/status/2056447333127299489
https://x.com/jiaxinwen22/status/2056456468610851109
https://x.com/jiaxinwen22/status/2056445551252799569
https://x.com/jiaxinwen22/status/2059492428848242941
https://x.com/jiaxinwen22/status/2056808010899734908
https://x.com/jiaxinwen22/status/2056806782144745627
https://x.com/jiaxinwen22/status/2056875278933336406
https://x.com/jiaxinwen22/status/2057516977862910005
https://x.com/jiaxinwen22/status/2057868522639045048
https://x.com/jiaxinwen22/status/2057654067409932704
https://x.com/jiaxinwen22/status/2058210419068846408
https://x.com/jiaxinwen22/status/2060576591084986685
https://x.com/jiaxinwen22/status/2060576591084986685
https://x.com/jiaxinwen22/status/2062778710055649545
https://x.com/jiaxinwen22/status/2062773614920040818
https://x.com/jiaxinwen22/status/2063313825655628137
https://x.com/jiaxinwen22/status/2062261422923640914"
He He 何河,P2,person,学界,NYU,Reasoning,AP at NYU,,https://twitter.com/hhexiy,不活跃,,third_party,,,"au:""He He""",,https://scholar.google.com/citations?hl=en&user=K-isjagAAAAJ&view_op=list_works&sortby=pubdate,,http://hhexiy.github.io,https://arxiv.org/search/?searchtype=author&query=He+He+%E4%BD%95%E6%B2%B3&start=0,,,,
Peter Tong,P2,person,学界,NYU,,,,https://x.com/TongPetersb,,,third_party,,,"au:""Peter Tong""",,https://scholar.google.com/citations?hl=en&user=hYlbtl8AAAAJ,https://github.com/tsb0601,https://tsb0601.github.io/,https://arxiv.org/search/?searchtype=author&query=Peter+Tong&start=0,,,,
Lin Shao,P2,person,学界,NUS,Embodiment,AP at NUS,,https://x.com/linshaonju,不活跃,,third_party,,,"au:""Lin Shao""",,https://scholar.google.com/citations?user=UU76Pg4AAAAJ&hl=en,https://github.com/linsats,https://linsats.github.io/,https://arxiv.org/search/?searchtype=author&query=Lin+Shao&start=0,,,,
Wenhai Wang,P2,person,学界,CUHK,Multimodal,Postdoctoral Researcher at MMLab CUHK,,https://x.com/wangwenhai362,不活跃,,third_party,,,"au:""Wenhai Wang""",,https://scholar.google.com/citations?user=WM0OglcAAAAJ,https://github.com/whai362,https://whai362.github.io/,https://arxiv.org/search/?searchtype=author&query=Wenhai+Wang&start=0,,,"arxiv:2605.08003v1,arxiv:2605.13375v1,arxiv:2605.30039,arxiv:2605.30039","http://arxiv.org/abs/2605.13375v1
http://arxiv.org/abs/2605.08003v1
https://arxiv.org/abs/2605.30039
https://arxiv.org/abs/2605.30039"
Noah Snavely,P2,person,学界,Cornell,Multimodal,Professor at Cornell & Researcher at GoogleAI；,,https://x.com/jimantha?lang=en,不活跃,,third_party,,,"au:""Noah Snavely""",https://openalex.org/A5085248097,https://scholar.google.com/citations?user=Db4BCX8AAAAJ&hl=en,https://github.com/snavely/,http://snavely.io,https://arxiv.org/search/?searchtype=author&query=Noah+Snavely&start=0,,,"arxiv:2604.22714v1,arxiv:2604.22202v1,arxiv:2605.21625,arxiv:2605.21625,arxiv:2605.21625,arxiv:2605.27372,x:2063005861862048039,x:2062999665138655571,x:2062907048124350606","http://arxiv.org/abs/2604.22714v1
http://arxiv.org/abs/2604.22202v1
https://arxiv.org/abs/2605.21625
https://arxiv.org/abs/2605.27372
https://arxiv.org/abs/2605.21625
https://arxiv.org/abs/2605.21625
https://x.com/Jimantha/status/2062999665138655571
https://x.com/Jimantha/status/2062907048124350606
https://x.com/Jimantha/status/2063005861862048039"
Sima Jin,P2,person,学界,Caltech,Generative AI,Doctoral student at Caltech,,https://x.com/jin_sima_,不活跃,,third_party,,,"au:""Sima Jin""",,,,,https://arxiv.org/search/?searchtype=author&query=Sima+Jin&start=0,,,,
Eran Malach,P2,person,学界,Harvard,Reasoning,"Research Fellow, Kempner Institute, Harvard University",,https://x.com/EranMalach,不活跃,,third_party,,,"au:""Eran Malach""",,https://scholar.google.com/citations?user=I15dUOwAAAAJ&amp;hl=en,,http://eranmalach.com,https://arxiv.org/search/?searchtype=author&query=Eran+Malach&start=0,,,,
Tony Z. Zhao,P2,person,学界,Stanford,Embodiment,PhD student,,https://x.com/tonyzzhao,不活跃,,third_party,,,"au:""Tony Z. Zhao""",https://openalex.org/A5041306134,https://scholar.google.com/citations?user=DkUUhXEAAAAJ,,https://tonyzhaozh.github.io/,https://arxiv.org/search/?searchtype=author&query=Tony+Z.+Zhao&start=0,,,x:2057885920473616895,https://x.com/tonyzzhao/status/2057885920473616895
Nick Haber,P2,person,学界,Stanford,Reasoning,AP at Stanford,,https://x.com/nickhaber,不活跃,,third_party,,,"au:""Nick Haber""",,,,http://autonomousagents.stanford.edu/,https://arxiv.org/search/?searchtype=author&query=Nick+Haber&start=0,,,x:2062967365328101476,https://x.com/nickhaber/status/2062967365328101476
Noah D. Goodman,P2,person,学界,Stanford,Reasoning,"Professor of natural and artificial intelligence 
at Stanford
",,https://x.com/noahdgoodman,不活跃,,third_party,,,"au:""Noah D. Goodman""",,,,,https://arxiv.org/search/?searchtype=author&query=Noah+D.+Goodman&start=0,,,"arxiv:2605.28742,arxiv:2605.28405,arxiv:2606.05330,x:2064085142763610550","https://arxiv.org/abs/2605.28742
https://arxiv.org/abs/2605.28405
https://arxiv.org/abs/2606.05330
https://x.com/noahdgoodman/status/2064085142763610550"
Jifeng Dai,P2,person,学界,Tsinghua,CV,AP at Tsinghua,,https://x.com/JifengDai,不活跃,,third_party,,,"au:""Jifeng Dai""",https://openalex.org/A5026944066,https://scholar.google.com/citations?user=h4kYmRYAAAAJ&amp;hl=zh-CN,https://github.com/tgxs002,https://jifengdai.org/,https://arxiv.org/search/?searchtype=author&query=Jifeng+Dai&start=0,,,,
Hang Zhao,P2,person,学界,Tsinghua,,,,https://x.com/zhaohang0124,,,third_party,,,"au:""Hang Zhao""",,,,,https://arxiv.org/search/?searchtype=author&query=Hang+Zhao&start=0,,,"arxiv:2605.13172v1,x:2057116255749058649,arxiv:2605.21273,arxiv:2606.07107","http://arxiv.org/abs/2605.13172v1
https://x.com/zhaohang0124/status/2057116255749058649
https://arxiv.org/abs/2605.21273
https://arxiv.org/abs/2606.07107"
Yuheng Bu,P2,person,学界,ECE Florida,Generative AI,AP on machine learning and information theory at ECEflorida,,https://x.com/yuhengbu,不活跃,,third_party,,,"au:""Yuheng Bu""",,https://scholar.google.com/citations?user=1jPQEVMAAAAJ&amp;hl=en,,https://buyuheng.github.io/,https://arxiv.org/search/?searchtype=author&query=Yuheng+Bu&start=0,,,x:2062013741194231994,https://x.com/xwang_lk/status/2062013741194231994
Ding Liang,P2,person,学界,USYD,Multimodal,NLP/ML Researcher (working on developing LLM and exploring its applications),,https://x.com/liangdingNLP,不活跃,,third_party,,,"au:""Ding Liang""",,https://scholar.google.com/citations?hl=en&user=lFCLvOAAAAAJ,https://github.com/alphadl,http://liamding.cc,https://arxiv.org/search/?searchtype=author&query=Ding+Liang&start=0,,,,
Ruohan Gao,P2,person,学界,UMD,Multimodal,Incoming AP at UMD,,https://x.com/ruohangao1,不活跃,,third_party,,,"au:""Ruohan Gao""",,https://scholar.google.com/citations?user=i02oEgMAAAAJ,https://github.com/rhgao,https://ruohangao.github.io/,https://arxiv.org/search/?searchtype=author&query=Ruohan+Gao&start=0,,,"arxiv:2605.24934,arxiv:2605.24934,x:2062191269506630057","https://arxiv.org/abs/2605.24934
https://arxiv.org/abs/2605.24934
https://x.com/RuohanGao1/status/2062191269506630057"
Xiaochuang Han,P2,person,学界,UW,"NLP, Multimodal",PhD student in Computer Science and Engineering at the UW,,https://x.com/xiaochuanghan,不活跃,,third_party,,,"au:""Xiaochuang Han""",,https://scholar.google.com/citations?user=GamSVF0AAAAJ&hl=en,,https://xhan77.github.io,https://arxiv.org/search/?searchtype=author&query=Xiaochuang+Han&start=0,,,x:2062977078795149716,https://x.com/XiaochuangHan/status/2062977078795149716
Wei Xiong,P2,person,学界,UIUC,RL,"Phd at UIUC；Focus on Statistical learning theory, Post-training of LLMs, RAFT, LMFlow, GSHF, and RLHFlow.",,https://x.com/weixiong_1,不活跃,,third_party,,,"au:""Wei Xiong""",,https://scholar.google.com/citations?user=m2-OwQEAAAAJ&amp;hl=zh-CN,,https://weixiongust.github.io/WeiXiongUST/index.html,https://arxiv.org/search/?searchtype=author&query=Wei+Xiong&start=0,,,arxiv:2605.12162v1,http://arxiv.org/abs/2605.12162v1
Lifan Yuan,P2,person,学界,UIUC,,,,https://x.com/lifan__yuan,,,third_party,,,"au:""Lifan Yuan""",,https://scholar.google.com/citations?user=WPAuAOgAAAAJ&hl=en,https://github.com/lifan-yuan,https://lifan-yuan.github.io,https://arxiv.org/search/?searchtype=author&query=Lifan+Yuan&start=0,,,"arxiv:2605.11393v1,arxiv:2605.13540v1","http://arxiv.org/abs/2605.13540v1
http://arxiv.org/abs/2605.11393v1"
Zhuoran Yang,P2,person,学界,Yale,RL,AP of Statistics and Data Science at Yale,,https://x.com/zhuoran_yang,不活跃,,third_party,,,"au:""Zhuoran Yang""",,,,,https://arxiv.org/search/?searchtype=author&query=Zhuoran+Yang&start=0,,,"arxiv:2605.07986v1,x:2062639808204427287,x:2064358422896926977,x:2064358430891217043,x:2064358433810465167","http://arxiv.org/abs/2605.07986v1
https://x.com/zhuoran_yang/status/2062639808204427287
https://x.com/zhuoran_yang/status/2064358422896926977
https://x.com/zhuoran_yang/status/2064358433810465167
https://x.com/zhuoran_yang/status/2064358430891217043"
Seohong Park,P2,person,学界,UC Berkeley,,,,https://x.com/seohong_park,,,third_party,,,"au:""Seohong Park""",,https://scholar.google.com/citations?user=fpVf9QkAAAAJ,https://github.com/seohongpark/,https://seohong.me/,https://arxiv.org/search/?searchtype=author&query=Seohong+Park&start=0,,,arxiv:2605.06612v1,http://arxiv.org/abs/2605.06612v1
William Merrill,P2,person,学界,TTIC,,,,https://x.com/lambdaviking,,,third_party,,,"au:""William Merrill""",,,,https://lambdaviking.com/,https://arxiv.org/search/?searchtype=author&query=William+Merrill&start=0,,,arxiv:2605.30523,https://arxiv.org/abs/2605.30523
Rulin Shao,P2,person,学界,UW NLP,,,,https://x.com/RulinShao,,,third_party,,,"au:""Rulin Shao""",,https://scholar.google.co.uk/citations?user=SnQnQicAAAAJ&hl=en,https://github.com/RulinShao,https://rulinshao.github.io/,https://arxiv.org/search/?searchtype=author&query=Rulin+Shao&start=0,,,"x:2058998802716176623,x:2059321319880286430,x:2059321319880286430,arxiv:2605.26329","https://x.com/RulinShao/status/2058998802716176623
https://x.com/RulinShao/status/2059321319880286430
https://x.com/RulinShao/status/2059321319880286430
https://arxiv.org/abs/2605.26329"
Lennart Heim,P2,person,学界,RAND Corporation,,,,https://x.com/ohlennart,,,third_party,,,"au:""Lennart Heim""",https://openalex.org/A5035147412,https://scholar.google.com/citations?user=Au7RKsEAAAAJ&amp;hl=en,,http://heim.xyz,https://arxiv.org/search/?searchtype=author&query=Lennart+Heim&start=0,,,"x:2054894193194021094,x:2057500667212620273,x:2057893386468704478,x:2057849269357335025,x:2057849272561701262,x:2064379803394883948","https://x.com/ohlennart/status/2054894193194021094
https://x.com/ohlennart/status/2057500667212620273
https://x.com/ohlennart/status/2057849269357335025
https://x.com/ohlennart/status/2057849272561701262
https://x.com/ohlennart/status/2057893386468704478
https://x.com/ohlennart/status/2064379803394883948"
Zhengfu He,P2,person,学界,SII,,,,https://x.com/ZhengfuHe,,,third_party,,,"au:""Zhengfu He""",,,,,https://arxiv.org/search/?searchtype=author&query=Zhengfu+He&start=0,,,,
Junxian He,P2,person,学界,HKUST,,,,https://x.com/junxian_he,,,third_party,,,"au:""Junxian He""",,https://scholar.google.com/citations?user=BIFGeoUAAAAJ&hl=en,https://github.com/jxhe,https://jxhe.github.io,https://arxiv.org/search/?searchtype=author&query=Junxian+He&start=0,,,,
Kai Zhang,P2,person,学界,OSU,,,,https://x.com/DrogoKhal4,,,third_party,,,"au:""Kai Zhang""",,,,,https://arxiv.org/search/?searchtype=author&query=Kai+Zhang&start=0,,,"arxiv:2604.05995v1,arxiv:2605.19762,arxiv:2605.22175,arxiv:2605.22064,arxiv:2605.22175,arxiv:2605.21964,arxiv:2605.22064,arxiv:2605.24218,arxiv:2605.24218,arxiv:2606.03569,arxiv:2606.04120","http://arxiv.org/abs/2604.05995v1
https://arxiv.org/abs/2605.22064
https://arxiv.org/abs/2605.24218
https://arxiv.org/abs/2605.24218
https://arxiv.org/abs/2605.19762
https://arxiv.org/abs/2605.22175
https://arxiv.org/abs/2605.22064
https://arxiv.org/abs/2605.22175
https://arxiv.org/abs/2605.21964
https://arxiv.org/abs/2606.04120
https://arxiv.org/abs/2606.03569"
